timestamp,batch,batch_time_ms,inserted,updated,total_processed,pending_locks,dead_custody,dead_buffer,cache_hit_ratio,long_transactions
203.8715581893921,327,187.00790405273438,889,1111,654000,0,4618,9960,94.51,0
205.9011561870575,330,179.72588539123535,887,1113,660000,0,4618,9960,94.51,0
207.92545199394226,333,178.79796028137207,892,1108,666000,0,4618,9960,94.51,0
210.01291608810425,336,195.63913345336914,887,1113,672000,0,4618,9960,94.51,0
212.067449092865,339,182.19995498657227,885,1115,678000,0,4618,9960,94.51,0
214.4225721359253,342,246.4907169342041,913,1087,684000,0,4618,9960,94.51,0
216.59524512290955,345,202.37278938293457,856,1144,690000,0,4618,9960,94.51,0
218.71780920028687,348,197.65996932983398,855,1145,696000,0,4618,9960,94.51,0
220.82425999641418,351,208.09388160705566,870,1130,702000,0,4618,9960,94.51,0
222.90252017974854,354,188.78579139709473,856,1144,708000,0,4618,9960,94.51,0
224.97022795677185,357,188.79413604736328,897,1103,714000,0,4618,9960,94.51,0
227.05816292762756,360,199.06902313232422,868,1132,720000,0,4618,9960,94.51,0
229.136155128479,363,184.798002243042,873,1127,726000,0,4618,9960,94.51,0
231.22617316246033,366,196.9161033630371,918,1082,732000,0,4618,9960,94.51,0
233.31081104278564,369,187.3190402984619,915,1085,738000,0,4618,9960,94.51,0
235.42138409614563,372,195.96505165100098,853,1147,744000,0,4618,9960,94.51,0
237.5638861656189,375,212.16797828674316,870,1130,750000,0,4618,9960,94.51,0
239.68580508232117,378,196.16007804870605,882,1118,756000,0,4618,9960,94.51,0
241.7872519493103,381,197.357177734375,857,1143,762000,0,4618,9960,94.51,0
243.93317103385925,384,209.03706550598145,922,1078,768000,0,4618,9960,94.51,0
246.0759060382843,387,207.92508125305176,879,1121,774000,0,4618,9960,94.51,0
248.20432710647583,390,209.67483520507812,874,1126,780000,0,4618,9960,94.51,0
250.35050225257874,393,213.01913261413574,864,1136,786000,0,4618,9960,94.51,0
252.45647716522217,396,169.82793807983398,876,1124,792000,0,4618,9960,94.51,0
255.05526399612427,400,148.32615852355957,888,1112,800000,0,4618,9960,94.51,0
257.66375613212585,404,139.8637294769287,911,1089,808000,0,4618,9960,94.51,0
260.2812521457672,408,145.2641487121582,920,1080,816000,0,4618,9960,94.51,0
262.9386250972748,412,160.7069969177246,843,1157,824000,0,4618,9960,94.51,0
265.5585799217224,416,148.0541229248047,894,1106,832000,0,4618,9960,94.51,0
268.1928701400757,420,166.20683670043945,869,1131,840000,0,4618,9960,94.51,0
270.2053849697113,423,158.07104110717773,876,1124,846000,0,4618,9960,94.51,0
272.84916400909424,427,155.8849811553955,893,1107,854000,0,4618,9960,94.51,0
275.3641929626465,430,676.0728359222412,866,1134,860000,0,4618,9960,94.51,0
277.3858571052551,433,166.0459041595459,889,1111,866000,0,4618,9960,94.51,0
279.39609122276306,436,178.19690704345703,899,1101,872000,0,4618,9960,94.51,0
281.3987572193146,439,161.70597076416016,890,1110,878000,0,4618,9960,94.51,0
283.50835394859314,442,206.08210563659668,902,1098,884000,0,4618,9960,94.51,0
285.57257604599,445,184.03983116149902,889,1111,890000,0,4618,9960,94.51,0
287.6552710533142,448,169.29316520690918,916,1084,896000,0,4618,9960,94.51,0
